,show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,release_year_outlier
400,70083532,1,The Pixar Story,Leslie Iwerks,2,"November 18, 2018",2007,1,89 min,Documentaries,False
401,80117534,1,Colin Quinn: The New York Story,Jerry Seinfeld,2,"November 18, 2016",2016,4,62 min,Stand-Up Comedy,False
402,70127998,1,Splatter,Joe Dante,2,"November 18, 2009",2009,3,29 min,Horror Movies,False
403,80158168,2,Silvana Sin Lana,,2,"November 17, 2018",2016,3,1 Season,"Romantic TV Shows, Spanish-Language TV Shows, TV Comedies",False
404,80160759,1,A Christmas Prince,Alex Zamm,2,"November 17, 2017",2017,2,92 min,"Children & Family Movies, Dramas, Romantic Movies",False
405,80175694,1,Mudbound,Dee Rees,2,"November 17, 2017",2017,4,135 min,"Dramas, Independent Movies",False
406,80016471,1,Santa Claws,Glenn Miller,2,"November 17, 2017",2014,2,86 min,"Children & Family Movies, Comedies",False
407,80171561,2,Shot in the Dark,,2,"November 17, 2017",2017,4,1 Season,Reality TV,False
408,70189289,1,Drive,Nicolas Winding Refn,2,"November 16, 2019",2011,4,100 min,"Action & Adventure, Dramas, Independent Movies",False
409,80013267,1,Jeff Dunham: All Over the Map,Robb Dipple,2,"November 16, 2019",2014,3,84 min,Stand-Up Comedy,False
410,80177400,1,Cam,Daniel Goldhaber,2,"November 16, 2018",2018,4,95 min,"Independent Movies, Thrillers",False
411,80191036,2,Dogs,,2,"November 16, 2018",2018,2,1 Season,Docuseries,False
412,80200267,1,The Ballad of Buster Scruggs,"Joel Coen, Ethan Coen",2,"November 16, 2018",2018,4,133 min,"Comedies, Dramas",False
413,80242926,1,The Princess Switch,,2,"November 16, 2018",2018,2,102 min,"Children & Family Movies, Dramas, Romantic Movies",False
414,70113538,1,9,Shane Acker,2,"November 16, 2017",2009,3,80 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",False
415,80244457,1,Earthquake Bird,Wash Westmoreland,2,"November 15, 2019",2019,4,107 min,"Dramas, Romantic Movies",False
416,80217594,2,I'm with the Band: Nasty Cherry,,2,"November 15, 2019",2019,4,1 Season,Reality TV,False
417,80158800,1,The 24 Hour War,"Nate Adams, Adam Carolla",2,"November 15, 2019",2016,3,100 min,"Documentaries, Sports Movies",False
418,80224054,1,Christmas Wedding Planner,Justin G. Dyck,0,"November 15, 2018",2017,2,86 min,"Comedies, International Movies, Romantic Movies",False
419,80196044,1,The Crew,Julien Leclercq,1,"November 15, 2018",2015,4,81 min,"Action & Adventure, International Movies",False
420,80119125,2,Brown Nation,,2,"November 15, 2016",2016,3,1 Season,TV Comedies,False
421,80127995,2,Oliver Stone's Untold History of the United States,Oliver Stone,2,"November 15, 2016",2013,2,1 Season,Docuseries,False
422,81156627,1,Clarence Clemons: Who Do I Think I Am?,Nick Mead,2,"November 14, 2019",2019,4,88 min,"Documentaries, Music & Musicals",False
423,81096745,1,Fadily Camara : La plus drôle de tes copines,Gautier & Leduc,1,"November 14, 2019",2019,4,54 min,Stand-Up Comedy,False
424,80191804,1,DeRay Davis: How to Act Black,Marcus Raboy,2,"November 14, 2017",2017,4,66 min,Stand-Up Comedy,False
425,80191109,1,Hickok,Timothy Woodward Jr.,2,"November 14, 2017",2017,4,88 min,Action & Adventure,False
426,80147403,1,Chasing Trane,John Scheinfeld,2,"November 13, 2017",2016,2,99 min,"Documentaries, Music & Musicals",False
427,80058424,1,John Mulaney: The Comeback Kid,Rhys Thomas,2,"November 13, 2015",2015,4,62 min,Stand-Up Comedy,False
428,80049065,2,W/ Bob & David,,2,"November 13, 2015",2015,4,1 Season,TV Comedies,False
429,81078466,1,Jeff Garlin: Our Man In Chicago,Christopher Storer,2,"November 12, 2019",2019,4,59 min,Stand-Up Comedy,False
430,80060034,1,Green Room,Jeremy Saulnier,2,"November 12, 2018",2015,4,95 min,"Horror Movies, Thrillers",False
431,80205085,1,Long Time Running,"Jennifer Baichwal, Nicholas de Pencier",0,"November 12, 2017",2017,3,96 min,"Documentaries, International Movies, Music & Musicals",False
432,70117297,1,A Single Man,Tom Ford,2,"November 11, 2019",2009,4,100 min,"Dramas, Independent Movies, LGBTQ Movies",False
433,81152923,1,Submission,J.M. Berrios,2,"November 11, 2019",2019,4,95 min,"Action & Adventure, Dramas",False
434,81171862,1,To Be of Service,Josh Aronson,2,"November 11, 2019",2019,4,88 min,Documentaries,False
435,80131563,1,Bon Cop Bad Cop 2,Alain Desrochers,0,"November 11, 2017",2017,4,126 min,"Action & Adventure, Comedies, International Movies",False
436,80091658,1,True Memoirs of an International Assassin,Jeff Wadlow,2,"November 11, 2016",2016,3,98 min,"Action & Adventure, Comedies",False
437,80237420,1,The Workshop,Laurent Cantet,1,"November 10, 2018",2017,4,114 min,"Dramas, International Movies",False
438,80198018,1,Natalia Valdebenito: Gritona,Natalia Valdebenito,2,"November 10, 2017",2017,4,76 min,Stand-Up Comedy,False
439,80134093,2,Einsatzgruppen: The Nazi Death Squads,,1,"November 10, 2016",2009,3,1 Season,"Docuseries, International TV Shows",False
440,80134279,1,Kathleen Madigan: Bothering Jesus,Lorene Machado,2,"November 10, 2016",2016,4,71 min,Stand-Up Comedy,False
441,26597413,1,187,Kevin Reynolds,2,"November 1, 2019",2012,4,119 min,Dramas,True
442,81193616,2,A Year In Space,,2,"November 1, 2019",2015,2,1 Season,"Docuseries, International TV Shows, Science & Nature TV",False
443,81082327,2,Ad Vitam,,1,"November 1, 2019",2018,4,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",False
444,18002692,1,American History X,Tony Kaye,2,"November 1, 2019",2012,4,119 min,Dramas,True
445,81024100,1,American Son,Kenny Leon,2,"November 1, 2019",2019,4,90 min,Dramas,False
446,60027583,1,Anger Management,Peter Segal,2,"November 1, 2019",2012,3,105 min,Comedies,True
447,80216003,1,Apache Warrior,"David Salzberg, Christian Tureaud",2,"November 1, 2019",2017,4,89 min,Documentaries,False
448,60002033,1,Butterfield 8,Daniel Mann,2,"November 1, 2019",2012,3,108 min,"Classic Movies, Dramas, Romantic Movies",True
449,81154982,1,Christmas Break-In,Michael Kampa,2,"November 1, 2019",2019,2,87 min,"Children & Family Movies, Comedies",False
450,81063129,1,Christmas in the Heartland,Harvey Lowry,2,"November 1, 2019",2017,2,112 min,Dramas,False
451,382650,1,Cleopatra Jones,Jack Starrett,2,"November 1, 2019",2012,2,89 min,"Action & Adventure, Classic Movies",True
452,70044705,1,Code Name: The Cleaner,Les Mayfield,2,"November 1, 2019",2007,3,91 min,"Action & Adventure, Comedies",False
453,80215046,1,Elliot the Littlest Reindeer,Jennifer Westcott,0,"November 1, 2019",2018,2,90 min,Children & Family Movies,False
454,485218,1,Executive Decision,Stuart Baird,2,"November 1, 2019",2012,4,133 min,Action & Adventure,True
455,1192866,1,Fallen,Gregory Hoblit,2,"November 1, 2019",2012,4,124 min,Thrillers,True
456,11819434,1,Fear and Loathing in Las Vegas,Terry Gilliam,2,"November 1, 2019",2012,4,118 min,"Comedies, Cult Movies, Dramas",True
457,81050375,1,Fire in Paradise,"Drea Cooper, Zackary Canepari",2,"November 1, 2019",2019,4,40 min,Documentaries,False
458,516788,1,Forbidden Planet,Fred M. Wilcox,2,"November 1, 2019",2012,1,98 min,"Action & Adventure, Classic Movies, Sci-Fi & Fantasy",True
459,70048968,1,Getting Played,David Silberg,2,"November 1, 2019",2012,3,85 min,"Comedies, Romantic Movies",True
460,542137,1,Gigi,"Vincente Minnelli, Charles Walters",2,"November 1, 2019",2012,1,115 min,"Classic Movies, Comedies, Music & Musicals",True
461,60000577,1,Grease,Randal Kleiser,2,"November 1, 2019",2012,2,110 min,"Classic Movies, Comedies, Music & Musicals",True
462,81083786,1,Holly Star,Michael A. Nickles,2,"November 1, 2019",2018,2,92 min,"Children & Family Movies, Comedies, Romantic Movies",False
463,1179333,1,How to Be a Player,Lionel C. Martin,2,"November 1, 2019",2012,4,94 min,Comedies,True
464,70118779,1,Invictus,Clint Eastwood,2,"November 1, 2019",2009,3,134 min,"Dramas, Sports Movies",False
465,653673,1,Jimi Hendrix,Joe Boyd,2,"November 1, 2019",2012,4,102 min,"Documentaries, Music & Musicals",True
466,70117305,1,Legion,Scott Stewart,2,"November 1, 2019",2010,4,100 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",False
467,709163,1,Logan's Run,Michael Anderson,2,"November 1, 2019",2012,2,118 min,"Action & Adventure, Classic Movies, Cult Movies",True
468,1150871,1,Love Jones,Theodore Witcher,2,"November 1, 2019",2012,4,109 min,"Comedies, Dramas, Independent Movies",True
469,70082264,1,Mad Money,"Callie Khouri, Jesse V. Johnson",2,"November 1, 2019",2008,3,99 min,Comedies,False
470,1179583,1,Money Talks,Brett Ratner,2,"November 1, 2019",2012,4,96 min,"Action & Adventure, Comedies",True
471,70044595,1,Monster House,Gil Kenan,2,"November 1, 2019",2006,2,91 min,"Children & Family Movies, Comedies",False
472,60011729,1,Mutiny on the Bounty,"Lewis Milestone, Carol Reed",2,"November 1, 2019",2012,2,185 min,"Action & Adventure, Classic Movies, Dramas",True
473,60021590,1,Ocean's Eleven,Lewis Milestone,2,"November 1, 2019",2012,2,127 min,"Action & Adventure, Classic Movies, Comedies",True
474,60023638,1,Paid in Full,Charles Stone III,2,"November 1, 2019",2012,4,98 min,"Action & Adventure, Dramas",True
475,70031792,1,Rebel Without a Cause,Nicholas Ray,2,"November 1, 2019",2012,3,111 min,"Classic Movies, Dramas",True
476,60002403,1,Rosemary's Baby,Roman Polanski,2,"November 1, 2019",2012,4,137 min,"Classic Movies, Horror Movies, Thrillers",True
477,17236920,1,Rounders,John Dahl,2,"November 1, 2019",2012,4,121 min,Dramas,True
478,81152930,1,Santa Girl,Blayne Weaver,2,"November 1, 2019",2019,2,91 min,"Children & Family Movies, Comedies, Romantic Movies",False
479,973861,1,Sling Blade,Billy Bob Thornton,2,"November 1, 2019",2012,4,135 min,"Dramas, Independent Movies",True
480,70058796,1,Sparkle,Sam O'Steen,2,"November 1, 2019",2012,2,98 min,"Dramas, Music & Musicals",True
481,70047101,1,Spider-Man 3,Sam Raimi,2,"November 1, 2019",2007,3,139 min,"Action & Adventure, Sci-Fi & Fantasy",False
482,70093991,1,Step Brothers,Adam McKay,2,"November 1, 2019",2008,4,98 min,Comedies,False
483,60033247,1,Superfly,Gordon Parks,2,"November 1, 2019",2012,4,91 min,"Action & Adventure, Classic Movies, Dramas",True
484,70060000,1,The Brave One,Neil Jordan,2,"November 1, 2019",2007,4,122 min,"Dramas, Thrillers",False
485,70031779,1,The Cincinnati Kid,Norman Jewison,2,"November 1, 2019",2012,3,103 min,"Classic Movies, Dramas",True
486,1178866,1,The Game,David Fincher,2,"November 1, 2019",2012,4,129 min,Thrillers,True
487,684847,1,The Last Boy Scout,Tony Scott,2,"November 1, 2019",2012,4,105 min,"Action & Adventure, Comedies",True
488,20557937,1,The Matrix,"Lilly Wachowski, Lana Wachowski",2,"November 1, 2019",2012,4,136 min,"Action & Adventure, Sci-Fi & Fantasy",True
489,60027695,1,The Matrix Reloaded,"Lilly Wachowski, Lana Wachowski",2,"November 1, 2019",2012,4,138 min,"Action & Adventure, Sci-Fi & Fantasy",True
490,60031303,1,The Matrix Revolutions,"Lilly Wachowski, Lana Wachowski",2,"November 1, 2019",2012,4,129 min,"Action & Adventure, Sci-Fi & Fantasy",True
491,848915,1,The Pelican Brief,Alan J. Pakula,2,"November 1, 2019",2012,3,141 min,"Dramas, Thrillers",True
492,60022980,1,The Tuxedo,Kevin Donovan,2,"November 1, 2019",2012,3,99 min,"Action & Adventure, Comedies",True
493,60003961,1,"Thelonious Monk: Straight, No Chaser",Charlotte Zwerin,2,"November 1, 2019",2012,3,89 min,"Documentaries, Music & Musicals",True
494,70060005,1,Vantage Point,Pete Travis,2,"November 1, 2019",2008,3,90 min,Action & Adventure,False
495,70123542,1,Zombieland,Ruben Fleischer,2,"November 1, 2019",2009,4,88 min,"Comedies, Horror Movies",False
496,16914787,1,BASEketball,David Zucker,2,"November 1, 2018",2012,4,103 min,"Comedies, Sports Movies",True
497,80224055,1,Christmas With A View,Justin G. Dyck,0,"November 1, 2018",2018,2,91 min,"International Movies, Romantic Movies",False
498,80232501,1,Edge of Fear,Bobby Roth,2,"November 1, 2018",2018,4,92 min,"Independent Movies, Thrillers",False
499,80224606,1,Filmworker,Tony Zierra,2,"November 1, 2018",2017,4,94 min,Documentaries,False
500,80175945,2,Get Shorty,,2,"November 1, 2018",2017,4,1 Season,"Crime TV Shows, TV Comedies, TV Dramas",False
501,70056663,1,Katt Williams: The Pimp Chronicles: Pt. 1,Gary Binkow,2,"November 1, 2018",2006,4,45 min,Stand-Up Comedy,False
502,70273401,1,Marc Maron: Thinky Pain,Lance Bangs,2,"November 1, 2018",2013,4,95 min,Stand-Up Comedy,False
503,81015100,1,Sommore: The Reign Continues,Kevin Layne,2,"November 1, 2018",2015,4,93 min,Stand-Up Comedy,False
504,80076581,1,Stink!,Jon J. Whelan,2,"November 1, 2018",2015,2,91 min,Documentaries,False
505,80182949,1,The Untold Tales of Armistead Maupin,Jennifer M. Kroot,2,"November 1, 2018",2017,4,91 min,"Documentaries, LGBTQ Movies",False
506,80208211,1,Hitler's Steel Beast,Daniel Ablin,1,"November 1, 2017",2017,3,54 min,"Documentaries, International Movies",False
507,80156684,1,Savage Dog,Jesse V. Johnson,2,"November 1, 2017",2017,4,95 min,"Action & Adventure, Independent Movies",False
508,80179288,1,Undercover Grandpa,Erik Canuel,0,"November 1, 2017",2016,3,94 min,"Action & Adventure, Children & Family Movies, Comedies",False
509,80128692,1,Tree Man,"Jon Reiner, Brad Rothschild",0,"November 1, 2016",2015,2,82 min,Documentaries,False
510,81044103,1,Bathtubs Over Broadway,Dava Whisenant,2,"May 9, 2019",2018,3,87 min,"Documentaries, Music & Musicals",False
511,80134780,1,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",Liz Plonka,2,"May 9, 2017",2017,4,61 min,Stand-Up Comedy,False
512,80221308,1,Desolation,Sam Patton,2,"May 8, 2018",2017,4,76 min,"Horror Movies, Thrillers",False
513,80213657,1,Hari Kondabolu: Warn Your Relatives,Bobcat Goldthwait,2,"May 8, 2018",2018,4,67 min,Stand-Up Comedy,False
514,80106754,1,National Bird,Sonia Kennebeck,2,"May 8, 2017",2016,4,92 min,Documentaries,False
515,81074375,1,The Heat: A Kitchen (R)evolution,Maya Gallus,0,"May 7, 2019",2018,4,71 min,Documentaries,False
516,80108613,1,LoveTrue,Alma Har'el,2,"May 7, 2017",2016,4,82 min,Documentaries,False
517,81016592,1,Like Arrows,Kevin Peeples,2,"May 6, 2019",2018,2,99 min,"Dramas, Faith & Spirituality",False
518,80101493,1,Ali Wong: Baby Cobra,Jay Karas,2,"May 6, 2016",2016,4,60 min,Stand-Up Comedy,False
519,80235472,1,Death House,Harrison Smith,2,"May 5, 2019",2017,4,88 min,Horror Movies,False
520,80177300,1,Family Blood,Sonny Mallhi,2,"May 5, 2018",2018,4,92 min,Horror Movies,False
521,80106793,1,Handsome: A Netflix Mystery Movie,Jeff Garlin,2,"May 5, 2017",2017,4,81 min,Comedies,False
522,80117263,1,The Mars Generation,Michael Barnett,2,"May 5, 2017",2017,2,98 min,"Children & Family Movies, Documentaries",False
523,80193475,2,A Little Help with Carol Burnett,,2,"May 4, 2018",2018,1,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",False
524,80213024,1,Dany Boon: Des Hauts De France,Isabelle Nanty,1,"May 4, 2018",2018,4,113 min,Stand-Up Comedy,False
525,80210691,1,End Game,"Rob Epstein, Jeffrey Friedman",2,"May 4, 2018",2018,2,40 min,Documentaries,False
526,80202874,1,Always Be My Maybe,Nahnatchka Khan,2,"May 31, 2019",2019,3,102 min,"Comedies, Romantic Movies",False
527,80200549,2,When They See Us,,2,"May 31, 2019",2019,4,1 Season,"Crime TV Shows, TV Dramas",False
528,80189827,1,Bombshell: The Hedy Lamarr Story,Alexandra Dean,2,"May 31, 2018",2017,3,89 min,Documentaries,False
529,70299863,1,The One I Love,Charlie McDowell,2,"May 30, 2019",2014,4,91 min,"Comedies, Dramas, Independent Movies",False
530,80133554,1,Sarah Silverman A Speck of Dust,Liam Lynch,2,"May 30, 2017",2017,4,71 min,Stand-Up Comedy,False
531,80208662,1,All In My Family,Hao Wu,2,"May 3, 2019",2019,3,40 min,"Documentaries, LGBTQ Movies",False
532,80219707,2,Dead to Me,,2,"May 3, 2019",2019,4,1 Season,"TV Comedies, TV Dramas",False
533,81028570,1,"Extremely Wicked, Shockingly Evil and Vile",Joe Berlinger,2,"May 3, 2019",2019,4,110 min,"Dramas, Independent Movies",False
534,80999729,1,The Last Summer,William Bindley,2,"May 3, 2019",2019,3,110 min,"Comedies, Romantic Movies",False
535,80198137,2,Tuca & Bertie,,2,"May 3, 2019",2019,4,1 Season,TV Comedies,False
536,81087094,1,Lifechanger,Justin McConnell,0,"May 28, 2019",2018,4,84 min,"Horror Movies, Independent Movies, Thrillers",False
537,80221447,1,The Nutcracker and the Four Realms,"Lasse Hallström, Joe Johnston",2,"May 28, 2019",2018,2,99 min,Children & Family Movies,False
538,81013657,2,Charmed,,2,"May 27, 2019",2019,2,1 Season,"TV Dramas, TV Sci-Fi & Fantasy",False
539,80994222,2,Historical Roasts,,2,"May 27, 2019",2019,4,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",False
540,80239459,2,The Break with Michelle Wolf,,2,"May 27, 2018",2018,4,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",False
541,80063265,1,The Do-Over,Steven Brill,2,"May 27, 2016",2016,4,109 min,"Action & Adventure, Comedies",False
542,80167459,1,I Am Jane Doe,Mary Mazzio,2,"May 26, 2017",2017,3,98 min,Documentaries,False
543,80169348,1,Joshua: Teenager vs. Superpower,Joe Piscatella,2,"May 26, 2017",2017,3,79 min,Documentaries,False
544,80068327,1,War Machine,David Michôd,2,"May 26, 2017",2017,4,123 min,"Comedies, Dramas",False
545,80195049,1,Ibiza,Alex Richanbach,2,"May 25, 2018",2018,4,94 min,"Comedies, Romantic Movies",False
546,80186850,1,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,Marcus Raboy,2,"May 25, 2018",2018,3,74 min,Stand-Up Comedy,False
547,81002195,1,After Maria,Nadia Hallgren,2,"May 24, 2019",2019,2,38 min,Documentaries,False
548,80218306,1,Rim of the World,McG,2,"May 24, 2019",2019,3,99 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",False
549,80211638,1,The Perfection,Richard Shepard,2,"May 24, 2019",2019,4,91 min,"Horror Movies, LGBTQ Movies, Thrillers",False
550,80197889,2,WHAT / IF,,2,"May 24, 2019",2019,4,1 Season,"TV Dramas, TV Thrillers",False
551,80220758,1,Survivors Guide to Prison,Matthew Cooke,2,"May 24, 2018",2017,4,103 min,Documentaries,False
552,80165083,1,Arès,Jean-Patrick Benes,1,"May 23, 2017",2016,4,80 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",False
553,80151384,1,Tig Notaro Happy To Be Here,Tig Notaro,2,"May 22, 2018",2018,3,58 min,Stand-Up Comedy,False
554,80038335,1,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Lance Bangs,2,"May 22, 2015",2015,4,78 min,Stand-Up Comedy,False
555,80011852,1,The Other One: The Long Strange Trip of Bob Weir,Mike Fleiss,2,"May 22, 2015",2015,3,84 min,"Documentaries, Music & Musicals",False
556,80121348,1,Moonlight,Barry Jenkins,2,"May 21, 2019",2016,4,111 min,"Dramas, Independent Movies, LGBTQ Movies",False
557,81011598,1,Wanda Sykes: Not Normal,Linda Mendoza,2,"May 21, 2019",2019,4,66 min,Stand-Up Comedy,False
558,81076042,2,American Experience: The Circus,Sharon Grimberg,2,"May 2, 2019",2018,2,1 Season,Docuseries,False
559,81103139,1,Her Only Choice,Christel Gibson,2,"May 2, 2019",2018,3,87 min,Dramas,False
560,70143369,1,John Carter,Andrew Stanton,2,"May 2, 2019",2012,3,133 min,"Action & Adventure, Sci-Fi & Fantasy",False
561,70259801,1,Olympus Has Fallen,Antoine Fuqua,2,"May 2, 2019",2013,4,119 min,Action & Adventure,False
562,80133663,1,Maria Bamford: Old Baby,Jessica Yu,2,"May 2, 2017",2017,4,64 min,Stand-Up Comedy,False
563,80117082,1,Two Lovers and a Bear,Kim Nguyen,0,"May 2, 2017",2016,4,95 min,"Dramas, Independent Movies, Romantic Movies",False
564,81043473,1,SGT. Will Gardner,Max Martini,2,"May 19, 2019",2019,4,125 min,Dramas,False
565,80182919,1,Small Town Crime,"Ian Nelms, Eshom Nelms",2,"May 19, 2018",2017,4,92 min,Thrillers,False
566,80122179,2,The Keepers,,2,"May 19, 2017",2017,4,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",False
567,81061407,1,The Brawler,Ken Kushner,2,"May 18, 2019",2019,4,95 min,"Dramas, Independent Movies, Sports Movies",False
568,80047200,2,El Clon,,2,"May 18, 2017",2010,3,1 Season,"Romantic TV Shows, Spanish-Language TV Shows, TV Dramas",False
569,81103108,1,First Impression,Arthur Muhammad,2,"May 17, 2019",2018,3,96 min,"Comedies, Romantic Movies",False
570,80999455,2,It's Bruno!,,2,"May 17, 2019",2019,4,1 Season,TV Comedies,False
571,80216758,1,See You Yesterday,Stefon Bristol,2,"May 17, 2019",2019,4,87 min,"Dramas, Sci-Fi & Fantasy, Thrillers",False
572,80028529,1,Tinker Bell and the Legend of the NeverBeast,Steve Loter,2,"May 17, 2015",2014,1,78 min,Children & Family Movies,False
573,80998967,1,Good Sam,Kate Melville,2,"May 16, 2019",2019,2,90 min,"Children & Family Movies, Dramas",False
574,70142827,1,Limitless,Neil Burger,2,"May 16, 2019",2011,3,105 min,"Action & Adventure, Sci-Fi & Fantasy, Thrillers",False
575,70241757,1,The Place Beyond the Pines,Derek Cianfrance,2,"May 16, 2017",2012,4,140 min,"Dramas, Independent Movies",False
576,80133551,1,Tracy Morgan: Staying Alive,Ryan Polito,2,"May 16, 2017",2017,4,59 min,Stand-Up Comedy,False
577,80107656,1,Command and Control,Robert Kenner,2,"May 15, 2017",2017,2,92 min,Documentaries,False
578,80098287,1,Lovesong,So Yong Kim,2,"May 15, 2017",2016,4,84 min,"Dramas, Independent Movies, Romantic Movies",False
579,80059342,1,Natascha Kampusch: The Whole Story,Alina Teodorescu,2,"May 15, 2017",2010,3,51 min,Movies,False
580,80128688,1,Smash: Motorized Mayhem,,2,"May 15, 2017",2017,4,66 min,"Documentaries, Sports Movies",False
581,81053958,1,Backdraft 2,Gonzalo López-Gallego,2,"May 14, 2019",2019,4,102 min,"Action & Adventure, Dramas",False
582,81094666,1,Killer Cove,Damián Romay,2,"May 14, 2019",2018,3,87 min,Thrillers,False
583,81036199,1,Still LAUGH-IN: The Stars Celebrate,,2,"May 14, 2019",2019,4,61 min,Comedies,False
584,81016247,1,Weed the People,Abby Epstein,2,"May 14, 2019",2018,3,94 min,Documentaries,False
585,80223928,1,Malibu Rescue,Savage Steve Holland,2,"May 13, 2019",2019,1,70 min,"Children & Family Movies, Comedies",False
586,80186940,1,Ali Wong: Hard Knock Wife,Jay Karas,2,"May 13, 2018",2018,4,64 min,Stand-Up Comedy,False
587,80117736,1,Spivak,"Anthony Abrams, Adam Larson Broder",2,"May 12, 2018",2017,4,92 min,"Comedies, Independent Movies",False
588,80114666,1,Get Me Roger Stone,"Dylan Bank, Daniel DiMauro, Morgan Pehme",2,"May 12, 2017",2017,4,101 min,Documentaries,False
589,81012340,1,Shéhérazade,Jean-Bernard Marlin,1,"May 11, 2019",2019,4,111 min,"Dramas, Independent Movies, International Movies",False
590,80158319,2,Evil Genius,"Trey Borzillieri, Barbara Schroeder",2,"May 11, 2018",2018,4,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",False
591,80241986,2,Pose,,2,"May 10, 2019",2018,4,1 Season,TV Dramas,False
592,80197989,2,The Society,,2,"May 10, 2019",2019,4,1 Season,"TV Dramas, Teen TV Shows",False
593,80194950,1,Wine Country,Amy Poehler,2,"May 10, 2019",2019,4,104 min,Comedies,False
594,80028359,1,Russell Madness,Robert Vince,2,"May 10, 2015",2015,2,93 min,"Children & Family Movies, Comedies, Sports Movies",False
595,81076049,1,American Experience: The Island Murder,Mark Zwonitzer,2,"May 1, 2019",2018,3,53 min,Documentaries,False
596,60031264,1,Dr. Seuss' The Cat in the Hat,Bo Welch,2,"May 1, 2019",2012,2,82 min,"Children & Family Movies, Comedies",True
597,81094667,1,Hidden in Plain Sight,Stacia Crawford,2,"May 1, 2019",2019,3,87 min,"Dramas, Independent Movies, Thrillers",False
598,80208082,1,Kill Hitler! The Luck of the Devil,Frédéric Tonolli,1,"May 1, 2019",2015,3,53 min,"Documentaries, International Movies",False
599,81080637,1,Knock Down The House,Rachel Lears,2,"May 1, 2019",2019,2,88 min,Documentaries,False
600,80197303,1,Le serment des Hitler,Emmanuel Amara,1,"May 1, 2019",2014,2,54 min,"Documentaries, International Movies",False
601,81062075,2,"Roswell, New Mexico",,2,"May 1, 2019",2019,3,1 Season,"Classic & Cult TV, TV Dramas, TV Sci-Fi & Fantasy",False
602,80232330,1,Darc,Julius R. Nasso,2,"May 1, 2018",2018,4,98 min,"Action & Adventure, Independent Movies",False
603,80238110,1,John Mulaney: Kid Gorgeous at Radio City,Alex Timbers,2,"May 1, 2018",2018,4,65 min,Stand-Up Comedy,False
604,80241876,1,Le K Benzema,"Damien Piscarel, Florent Bodin",1,"May 1, 2018",2017,3,121 min,"Documentaries, International Movies, Sports Movies",False
605,80224106,1,My Perfect Romance,Justin G. Dyck,0,"May 1, 2018",2018,2,92 min,"International Movies, Romantic Movies",False
606,80236099,1,Pocoyo Halloween: Space Halloween,,2,"May 1, 2018",2015,1,40 min,Movies,False
607,80223149,1,The Carter Effect,Sean Menard,2,"May 1, 2018",2017,3,60 min,"Documentaries, Sports Movies",False
608,80179373,1,The Clapper,Dito Montiel,2,"May 1, 2018",2017,4,90 min,"Comedies, Dramas, Independent Movies",False
609,80220531,1,Withdrawn,Adrian Murray,0,"May 1, 2018",2017,4,74 min,"Dramas, Independent Movies",False
610,80134149,1,A Kind of Murder,Andy Goddard,2,"May 1, 2017",2016,4,96 min,Thrillers,False
611,80103430,1,Defying the Nazis: The Sharps' War,"Ken Burns, Artemis Joukowsky",2,"May 1, 2017",2016,3,79 min,Documentaries,False
612,80103372,1,Don't Think Twice,Mike Birbiglia,2,"May 1, 2017",2016,4,92 min,"Comedies, Dramas, Independent Movies",False
613,80178720,1,Kiss & Cry,Sean Cisterna,0,"May 1, 2017",2017,3,93 min,"Dramas, International Movies, Romantic Movies",False
614,80097361,1,Maya Angelou: And Still I Rise,"Bob Hercules, Rita Coburn Whack",2,"May 1, 2017",2016,2,114 min,Documentaries,False
615,80132961,1,Mostly Sunny,Dilip Mehta,0,"May 1, 2017",2016,4,83 min,"Documentaries, International Movies",False
616,80102305,1,Terra,"Yann Arthus-Bertrand, Michael Pitiot",1,"May 1, 2016",2015,2,98 min,"Documentaries, International Movies",False
617,80209796,1,Meditation Park,Mina Shum,0,"March 9, 2018",2017,2,94 min,Dramas,False
618,80152434,1,The Outsider,Martin Zandvliet,2,"March 9, 2018",2018,4,121 min,"Dramas, Thrillers",False
619,70309693,1,Match,Stephen Belber,2,"March 9, 2017",2014,4,92 min,"Dramas, Independent Movies",False
620,80107737,1,Peter and the Farm,Tony Stone,2,"March 9, 2017",2016,4,92 min,Documentaries,False
621,70270362,1,Blue Jasmine,Woody Allen,2,"March 8, 2019",2013,3,98 min,"Comedies, Dramas, Independent Movies",False
622,80192577,2,Champions,,2,"March 8, 2019",2018,3,1 Season,TV Comedies,False
